Chapter,Verse,Shloka,EngMeaning,Yoga_Type
8,15,"मामुपेत्य पुनर्जन्म दुःखालयमशाश्वतम् |
नाप्नुवन्ति महात्मानः संसिद्धिं परमां गताः ||८-१५||","8.15 Having attained Me these great souls do not again take birth (here) which is the place of pain 
and is non-eternal: they have reached the highest perfection (liberation).",Bhakti Yoga
8,16,"आब्रह्मभुवनाल्लोकाः पुनरावर्तिनोऽर्जुन |
मामुपेत्य तु कौन्तेय पुनर्जन्म न विद्यते ||८-१६||","8.16 (All) the worlds including the world of Brahma are subject to return again, O Arjuna; but he who reaches Me, O son of Kunti, has no rirth.",Bhakti Yoga
8,17,"सहस्रयुगपर्यन्तमहर्यद् ब्रह्मणो विदुः |
रात्रिं युगसहस्रान्तां तेऽहोरात्रविदो जनाः ||८-१७||","8.17 Those people who know the day of Brahma which is of a duration of a thousand Yugas (ages) and the night which is also of a thousand Yugas duration, they know day and night.",Jnana Yoga
8,18,"अव्यक्ताद् व्यक्तयः सर्वाः प्रभवन्त्यहरागमे |
रात्र्यागमे प्रलीयन्ते तत्रैवाव्यक्तसंज्ञके ||८-१८||",8.18 From the Unmanifested all the manifested (worlds) proceed at the coming of the 'day'; at the coming of the 'night' they dissolve verily into ï1thatï1 alone which is called the Unmanifested.,Bhakti Yoga
8,19,"भूतग्रामः स एवायं भूत्वा भूत्वा प्रलीयते |
रात्र्यागमेऽवशः पार्थ प्रभवत्यहरागमे ||८-१९||","8.19 This same multitude of beings, being born again and again, is dissolved, helplessly, O Arjuna (into the Unmanifested) at the coming of the night and comes forth at the coming of the day.",Bhakti Yoga
8,20,"परस्तस्मात्तु भावोऽन्योऽव्यक्तोऽव्यक्तात्सनातनः |
यः स सर्वेषु भूतेषु नश्यत्सु न विनश्यति ||८-२०||","8.20 But verily there exists, higher than this Unmanifested, another unmanifested Eternal, which is not destroyed when all beings are destroyed.",Bhakti Yoga
8,21,"अव्यक्तोऽक्षर इत्युक्तस्तमाहुः परमां गतिम् |
यं प्राप्य न निवर्तन्ते तद्धाम परमं मम ||८-२१||","8.21 What is called the Unmanifested and the Imperishable, That they say is the highest goal. They who reach It do not return (to this Samsara). That is My highest abode (place or state).",Karma Yoga
8,22,"पुरुषः स परः पार्थ भक्त्या लभ्यस्त्वनन्यया |
यस्यान्तःस्थानि भूतानि येन सर्वमिदं ततम् ||८-२२||","8.22 That highest Purusha, O Arjuna, is attainable by unswerving devotion to Him alone within Whom all beings dwell and by Whom all this is pervaded.",Bhakti Yoga
8,23,"यत्र काले त्वनावृत्तिमावृत्तिं चैव योगिनः |
प्रयाता यान्ति तं कालं वक्ष्यामि भरतर्षभ ||८-२३||","8.23 Now I will tell thee, O chief of Bharatas, the times departing at which the Yogis will return or not return.",Jnana Yoga
8,24,"अग्निर्जोतिरहः शुक्लः षण्मासा उत्तरायणम् |
तत्र प्रयाता गच्छन्ति ब्रह्म ब्रह्मविदो जनाः ||८-२४||","8.24 Fire, light daytime, the bright fortnight, the six months of the northern path of the sun (the northern solstice)  departing then (by these) men who know Brahman go to Brahman.",Bhakti Yoga
8,25,"धूमो रात्रिस्तथा कृष्णः षण्मासा दक्षिणायनम् |
तत्र चान्द्रमसं ज्योतिर्योगी प्राप्य निवर्तते ||८-२५||","8.25 Attaining to the lunar light by smoke, night time, the dark fortnight also, the six months of the southern path of the sun (the southern solstice), the Yogi returns.",Jnana Yoga
8,26,"शुक्लकृष्णे गती ह्येते जगतः शाश्वते मते |
एकया यात्यनावृत्तिमन्ययावर्तते पुनः ||८-२६||",8.26 The bright and the dark paths of the world are verily thought to be eternal; by the one (the bright path) a man goes not to return and by the other (the dark path) he returns.,Bhakti Yoga
8,27,"नैते सृती पार्थ जानन्योगी मुह्यति कश्चन |
तस्मात्सर्वेषु कालेषु योगयुक्तो भवार्जुन ||८-२७||","8.27 Knowing these paths, O Arjuna, no Yogi is deluded; therefore at all times be steadfast in Yoga.",Jnana Yoga
8,28,"वेदेषु यज्ञेषु तपःसु चैव
दानेषु यत्पुण्यफलं प्रदिष्टम् |
अत्येति तत्सर्वमिदं विदित्वा
योगी परं स्थानमुपैति चाद्यम् ||८-२८||","8.28 Whatever fruit of merit is declared (in the scriptures) to accrue from (the study of) the Vedas, (the performance of) sacrifices, (the practice of) austerities, and gifts  beyond all this goes the Yogi, having known this; and he attains to the Supreme Primeval (first or ancient) Abode.",Bhakti Yoga
9,1,"श्रीभगवानुवाच |
इदं तु ते गुह्यतमं प्रवक्ष्याम्यनसूयवे |
ज्ञानं विज्ञानसहितं यज्ज्ञात्वा मोक्ष्यसेऽशुभात् ||९-१||","9.1 The Blessed Lord said  I shall now declare to thee who does not cavil, the greatest secret, the knowledge combined with experience (Self-realisation). Having known this thou shalt be free evil.",Jnana Yoga
9,2,"राजविद्या राजगुह्यं पवित्रमिदमुत्तमम् |
प्रत्यक्षावगमं धर्म्यं सुसुखं कर्तुमव्ययम् ||९-२||","9.2 This is the kingl science, the kingly secret, the supreme purifier, realisable by direct intuitional knowledge, according to righteousness, very easy to perform and imperishable.",Jnana Yoga
9,3,"अश्रद्दधानाः पुरुषा धर्मस्यास्य परन्तप |
अप्राप्य मां निवर्तन्ते मृत्युसंसारवर्त्मनि ||९-३||","9.3 Those who have no faith in this Dharma (knowledge of the Self), O Parantapa (Arjuna), return to the path of this world of death without attaining Me.",Bhakti Yoga
9,4,"मया ततमिदं सर्वं जगदव्यक्तमूर्तिना |
मत्स्थानि सर्वभूतानि न चाहं तेष्ववस्थितः ||९-४||","9.4 All this world is pervaded by Me in My unmanifest aspect; all beings exist in Me, but I do not dwell in them.",Bhakti Yoga
9,5,"न च मत्स्थानि भूतानि पश्य मे योगमैश्वरम् |
भूतभृन्न च भूतस्थो ममात्मा भूतभावनः ||९-५||","9.5 Nor do beings exist in Me (in reality); behold My divine Yoga, supporting all beings, but not dwelling in them, is My Self, the efficient cause of beings.",Bhakti Yoga
9,6,"यथाकाशस्थितो नित्यं वायुः सर्वत्रगो महान् |
तथा सर्वाणि भूतानि मत्स्थानीत्युपधारय ||९-६||","9.6 As the mighty wind, moving everywhere, rests always in the ether, even so, know thou that all beings rest in Me.",Bhakti Yoga
9,7,"सर्वभूतानि कौन्तेय प्रकृतिं यान्ति मामिकाम् |
कल्पक्षये पुनस्तानि कल्पादौ विसृजाम्यहम् ||९-७||","9.7 All beings, O Arjuna, go into My Nature at the end of a Kalpa; I send them forth again at the beginning of (the next) Kalpa.",Bhakti Yoga
9,8,"प्रकृतिं स्वामवष्टभ्य विसृजामि पुनः पुनः |
भूतग्राममिमं कृत्स्नमवशं प्रकृतेर्वशात् ||९-८||","9.8 Animating My Nature, I again and again send forth all this multitude of beings, helpless by the force of the Nature.",Bhakti Yoga
9,9,"न च मां तानि कर्माणि निबध्नन्ति धनञ्जय |
उदासीनवदासीनमसक्तं तेषु कर्मसु ||९-९||","9.9 These acts do not bind Me, O Arjuna, sitting like one indifferent, unattached to those acts.",Bhakti Yoga
9,10,"मयाध्यक्षेण प्रकृतिः सूयते सचराचरम् |
हेतुनानेन कौन्तेय जगद्विपरिवर्तते ||९-१०||","9.10 Under Me as supervisor, Nature produces the moving and the unmoving; because of this, O Arjuna, the world revolves.",Bhakti Yoga
9,11,"अवजानन्ति मां मूढा मानुषीं तनुमाश्रितम् |
परं भावमजानन्तो मम भूतमहेश्वरम् ||९-११||","9.11 Fools disregard Me, clad in human form, not knowing My higher Being as the great Lord of (all) beings.",Jnana Yoga
9,12,"मोघाशा मोघकर्माणो मोघज्ञाना विचेतसः |
राक्षसीमासुरीं चैव प्रकृतिं मोहिनीं श्रिताः ||९-१२||","9.12 Of vain hopes, of vain actions, of vain knowledge and senseless, they verily are possessed of the deceitful nature of demons and undivine beings.",Bhakti Yoga
9,13,"महात्मानस्तु मां पार्थ दैवीं प्रकृतिमाश्रिताः |
भजन्त्यनन्यमनसो ज्ञात्वा भूतादिमव्ययम् ||९-१३||","9.13 But the great souls, O Arjuna, partaking of My divine nature, worship Me with a single mind (with the mind devoted to nothing else), knowing Me as the imperishable source of beings.",Bhakti Yoga
9,14,"सततं कीर्तयन्तो मां यतन्तश्च दृढव्रताः |
नमस्यन्तश्च मां भक्त्या नित्ययुक्ता उपासते ||९-१४||","9.14 Always glorifying Me, striving,firm in vows, prostrating themselves before Me, they worship Me with devotion always steadfast.",Bhakti Yoga
9,15,"ज्ञानयज्ञेन चाप्यन्ये यजन्तो मामुपासते |
एकत्वेन पृथक्त्वेन बहुधा विश्वतोमुखम् ||९-१५||","9.15 Others also sacrificing with the wisdom-sacrifice worship Me, the All-faced, as one, as distinct, and as manifold.",Bhakti Yoga
9,16,"अहं क्रतुरहं यज्ञः स्वधाहमहमौषधम् |
मन्त्रोऽहमहमेवाज्यमहमग्निरहं हुतम् ||९-१६||",9.16 I am the Kratu; I am the Yajna; I am the offering (food) to the manes; I am the medicinal herbs and all the plants; I am the Mantra; I am also the Ghee or the melted butter; I am the fire; I am the oblation.,Bhakti Yoga
9,17,"पिताहमस्य जगतो माता धाता पितामहः |
वेद्यं पवित्रमोंकार ऋक्साम यजुरेव च ||९-१७||","9.17 I am the father of this world, the mother, the dispenser of the fruits of actions and the 
grandfather; the (one) thing to be known, the purifier, the sacred monosyllable (Om), and also the Rik-, the Sama-and the Yajur-Vedas.",Bhakti Yoga
9,18,"गतिर्भर्ता प्रभुः साक्षी निवासः शरणं सुहृत् |
प्रभवः प्रलयः स्थानं निधानं बीजमव्ययम् ||९-१८||","9.18 I am the goal, the supporter, the Lord, the witness, the abode, the shelter, the friend, the origin, the dissolution, the foundation, the treasure-house and the seed which is imperishable.",Bhakti Yoga
9,19,"तपाम्यहमहं वर्षं निगृह्णाम्युत्सृजामि च |
अमृतं चैव मृत्युश्च सदसच्चाहमर्जुन ||९-१९||","9.19 (As the sun) I give heat; I withhold and send forth the rain; I am immortality and also death, existence and non-existence, O Arjuna.",Bhakti Yoga
9,20,"त्रैविद्या मां सोमपाः पूतपापा
यज्ञैरिष्ट्वा स्वर्गतिं प्रार्थयन्ते |
ते पुण्यमासाद्य सुरेन्द्रलोक-
मश्नन्ति दिव्यान्दिवि देवभोगान् ||९-२०||","9.20 The knowers of the three Vedas, the drinkers of Soma, purified of all sins, worshipping Me by sacrifices, pray for the way to heaven; they reach the holy world of the Lord of the gods and enjoy in heavn the divine pleasures of the gods.",Bhakti Yoga
9,21,"ते तं भुक्त्वा स्वर्गलोकं विशालं
क्षीणे पुण्ये मर्त्यलोकं विशन्ति |
एवं त्रयीधर्ममनुप्रपन्ना
गतागतं कामकामा लभन्ते ||९-२१||","9.21 They, having enjoyed the vast heaven, enter the world of mortals when their merit is exhausted; thus abiding by the injunctions of the ï1threeï1 (Vedas) and desiring (objects of) desires, they attain to the state of going and returning.",Bhakti Yoga
9,22,"अनन्याश्चिन्तयन्तो मां ये जनाः पर्युपासते |
तेषां नित्याभियुक्तानां योगक्षेमं वहाम्यहम् ||९-२२||","9.22 For those men who worship Me alone, thinking of no other, for those ever-united, I secure what is not already possessed and preserve what they already possess.",Bhakti Yoga
9,23,"येऽप्यन्यदेवता भक्ता यजन्ते श्रद्धयान्विताः |
तेऽपि मामेव कौन्तेय यजन्त्यविधिपूर्वकम् ||९-२३||","9.23 Even those devotees who, endowed with faith, worship other gods, worship Me alone, O Arjuna, b the wrong method.",Bhakti Yoga
9,24,"अहं हि सर्वयज्ञानां भोक्ता च प्रभुरेव च |
न तु मामभिजानन्ति तत्त्वेनातश्च्यवन्ति ते ||९-२४||","9.24 (For) I alone am the enjoyer and also the Lord of all sacrifices; but they do not know Me in essence (in reality), and hence they fall (return to this mortal world).",Bhakti Yoga
9,25,"यान्ति देवव्रता देवान्पितॄन्यान्ति पितृव्रताः |
भूतानि यान्ति भूतेज्या यान्ति मद्याजिनोऽपि माम् ||९-२५||",9.25 The worshippers of the gods go to them; to the manes go the ancestor-worshippers; to the deities who preside over the elements go their worshippers; but My devotees come to Me.,Bhakti Yoga
9,26,"पत्रं पुष्पं फलं तोयं यो मे भक्त्या प्रयच्छति |
तदहं भक्त्युपहृतमश्नामि प्रयतात्मनः ||९-२६||","9.26 Whoever offers Me with devotion a leaf, a flower, a fruit or a little water  that, so offered devotedly by the pure-minded, I accept.",Bhakti Yoga
9,27,"यत्करोषि यदश्नासि यज्जुहोषि ददासि यत् |
यत्तपस्यसि कौन्तेय तत्कुरुष्व मदर्पणम् ||९-२७||","9.27 Whatever thou doest, whatever thou eatest, whatever thou offerest in sacrifice, whatever thou givest, whatever thou practisest as austerity, O Arjuna, do it as an offering unto Me.",Bhakti Yoga
9,28,"शुभाशुभफलैरेवं मोक्ष्यसे कर्मबन्धनैः |
संन्यासयोगयुक्तात्मा विमुक्तो मामुपैष्यसि ||९-२८||","9.28 Thus shalt thou be freed from the bonds of actions yielding good and evil fruits; with the mind steadfast in the Yoga of renunciation, and liberated, thou shalt come unto Me.",Bhakti Yoga
9,29,"समोऽहं सर्वभूतेषु न मे द्वेष्योऽस्ति न प्रियः |
ये भजन्ति तु मां भक्त्या मयि ते तेषु चाप्यहम् ||९-२९||",9.29 The same am I to all beings; to Me there is none hateful or dear; but those who worship Me with devotion are in Me and I am also in them.,Bhakti Yoga
9,30,"अपि चेत्सुदुराचारो भजते मामनन्यभाक् |
साधुरेव स मन्तव्यः सम्यग्व्यवसितो हि सः ||९-३०||","9.30 Even if the most sinful worships Me, with devotion to none else, he too should indeed by regarded as righteous for he has rightly resolved.",Bhakti Yoga
9,31,"क्षिप्रं भवति धर्मात्मा शश्वच्छान्तिं निगच्छति |
कौन्तेय प्रतिजानीहि न मे भक्तः प्रणश्यति ||९-३१||","9.31 Soon he becomes righteous and attains to eternal peace; O Arjuna, proclaim thou for certain that My devotee never perishes.",Bhakti Yoga
9,32,"मां हि पार्थ व्यपाश्रित्य येऽपि स्युः पापयोनयः |
स्त्रियो वैश्यास्तथा शूद्रास्तेऽपि यान्ति परां गतिम् ||९-३२||","9.32 For, taking refuge in Me, they also who, O Arjuna, may be of a sinful birth  women, Vaisyas as well as Sudras  attain the Supreme Goal.",Bhakti Yoga
9,33,"किं पुनर्ब्राह्मणाः पुण्या भक्ता राजर्षयस्तथा |
अनित्यमसुखं लोकमिमं प्राप्य भजस्व माम् ||९-३३||","9.33 How much more (easily) then the hold Brahmins and devoted royal saints (attain the goal); having come to this impermanent and unhappy world, do thou worship Me.",Bhakti Yoga
9,34,"मन्मना भव मद्भक्तो मद्याजी मां नमस्कुरु |
मामेवैष्यसि युक्त्वैवमात्मानं मत्परायणः ||९-३४||","9.34 Fix thy mind on Me; by devoted to Me; sacrifice unto Me; bow down to Me; having thus united thy whole self to Me, taking Me as the supreme goal, thou shalt come unto Me.",Bhakti Yoga
10,1,"श्रीभगवानुवाच |
भूय एव महाबाहो शृणु मे परमं वचः |
यत्तेऽहं प्रीयमाणाय वक्ष्यामि हितकाम्यया ||१०-१||","10.1 The Blessed Lord said  Again, O mighty-armed Arjuna, listen to my supreme word which I will declare to thee who who art beloved, for thy welfare.",Bhakti Yoga
10,2,"न मे विदुः सुरगणाः प्रभवं न महर्षयः |
अहमादिर्हि देवानां महर्षीणां च सर्वशः ||१०-२||",10.2 Neither the hosts of the gods nor the great sages know My origin; for in every way I am the source of all the gods and the great sages.,Jnana Yoga
10,3,"यो मामजमनादिं च वेत्ति लोकमहेश्वरम् |
असम्मूढः स मर्त्येषु सर्वपापैः प्रमुच्यते ||१०-३||","10.3 He who knows Me as unborn and beginningless, as the great Lord of the worlds, he, among mortals, is undeluded and he is liberated from all sins.",Bhakti Yoga
10,4,"बुद्धिर्ज्ञानमसम्मोहः क्षमा सत्यं दमः शमः |
सुखं दुःखं भवोऽभावो भयं चाभयमेव च ||१०-४||","10.4 Intellect, wisdom, non-delusion, forgiveness, truth, self-restraint, calmness, happiness, pain, existence or birth, non-existence or death, fear and also fearlessness.",Jnana Yoga
10,5,"अहिंसा समता तुष्टिस्तपो दानं यशोऽयशः |
भवन्ति भावा भूतानां मत्त एव पृथग्विधाः ||१०-५||","10.5 Non-injury, eanimity, contentment, austerity, beneficence, fame, ill-fame  (these) different kinds of alities of beings arise from Me alone.",Jnana Yoga
10,6,"महर्षयः सप्त पूर्वे चत्वारो मनवस्तथा |
मद्भावा मानसा जाता येषां लोक इमाः प्रजाः ||१०-६||","10.6 The seven great sages, the ancient four and also the Manus, possessed of powers like Me (on account of their minds being fixed on Me), were born of (My) mind; from them are these creatures born in this world.",Jnana Yoga
10,7,"एतां विभूतिं योगं च मम यो वेत्ति तत्त्वतः |
सोऽविकम्पेन योगेन युज्यते नात्र संशयः ||१०-७||",10.7 He who in truth knows these manifold manifestations of My Being and (this) Yoga-power of Mine becomes established in the unshakable Yoga; there is no doubt about it.,Jnana Yoga
10,8,"अहं सर्वस्य प्रभवो मत्तः सर्वं प्रवर्तते |
इति मत्वा भजन्ते मां बुधा भावसमन्विताः ||१०-८||","10.8 I am the source of all; from Me everything evolves; understanding thus, the wise, endowed with meditation, worship Me.",Bhakti Yoga
10,9,"मच्चित्ता मद्गतप्राणा बोधयन्तः परस्परम् |
कथयन्तश्च मां नित्यं तुष्यन्ति च रमन्ति च ||१०-९||","10.9 With their mind and their life wholly absorbed in Me, enlightening each other and ever speaking of Me, they are satisfied and delighted.",Bhakti Yoga
10,10,"तेषां सततयुक्तानां भजतां प्रीतिपूर्वकम् |
ददामि बुद्धियोगं तं येन मामुपयान्ति ते ||१०-१०||","10.10 To them who are ever steadfast, worshipping Me with love, I give the Yoga of discrimination by which they come to Me.",Bhakti Yoga
10,11,"तेषामेवानुकम्पार्थमहमज्ञानजं तमः |
नाशयाम्यात्मभावस्थो ज्ञानदीपेन भास्वता ||१०-११||","10.11 Out of mere compassion for them, I, dwelling within their Self, destroy the darkness born of ignorance by the luminous lamp of knowledge.",Bhakti Yoga
10,12,"अर्जुन उवाच |
परं ब्रह्म परं धाम पवित्रं परमं भवान् |
पुरुषं शाश्वतं दिव्यमादिदेवमजं विभुम् ||१०-१२||","10.12 Arjuna said  Thou art the Supreme Brahman, the supreme abode (or the supreme light), the supreme purifier, eternal, divine Person, the primeval God, unborn andn omnipresent.",Bhakti Yoga
10,13,"आहुस्त्वामृषयः सर्वे देवर्षिर्नारदस्तथा |
असितो देवलो व्यासः स्वयं चैव ब्रवीषि मे ||१०-१३||","10.13 All the sages have thus declared Thee, as also the divine sage Narada; so also Asita, Devala and Vyasa; and now Thou Thyself sayest so to me.",Bhakti Yoga
10,14,"सर्वमेतदृतं मन्ये यन्मां वदसि केशव |
न हि ते भगवन्व्यक्तिं विदुर्देवा न दानवाः ||१०-१४||","10.14 I believe all this that Thou sayest to me to be true, O Krishna; verily, O blessed Lord! neither the gods nor the demons know Thy manifestation (origin).",Bhakti Yoga
10,15,"स्वयमेवात्मनात्मानं वेत्थ त्वं पुरुषोत्तम |
भूतभावन भूतेश देवदेव जगत्पते ||१०-१५||",Swami Sivananda did not comment on this sloka,Bhakti Yoga
10,16,"वक्तुमर्हस्यशेषेण दिव्या ह्यात्मविभूतयः |
याभिर्विभूतिभिर्लोकानिमांस्त्वं व्याप्य तिष्ठसि ||१०-१६||","10.16 Thou shouldst indeed tell, without reserve, of Thy divine glories by which Thou existest, pervading all these worlds. (None else can do so.)",Bhakti Yoga
10,17,"कथं विद्यामहं योगिंस्त्वां सदा परिचिन्तयन् |
केषु केषु च भावेषु चिन्त्योऽसि भगवन्मया ||१०-१७||","10.17 How shall I, ever meditating, know Thee, O Yogin? In what aspects or things, O blessed 
Lord, art Thou to be thought of by me?",Jnana Yoga
10,18,"विस्तरेणात्मनो योगं विभूतिं च जनार्दन |
भूयः कथय तृप्तिर्हि शृण्वतो नास्ति मेऽमृतम् ||१०-१८||","10.18 Tell me again in detail, O Krishna, of Thy Yogic power and glory; for I am not satiated with what I have heard of Thy life-giving and nectar-like speech.",Bhakti Yoga
10,19,"श्रीभगवानुवाच |
हन्त ते कथयिष्यामि दिव्या ह्यात्मविभूतयः |
प्राधान्यतः कुरुश्रेष्ठ नास्त्यन्तो विस्तरस्य मे ||१०-१९||","10.19 The Blessed Lord said  Very well! Now I will declare to thee My divine glories in their prominence, O Arjuna; there is no end to their detailed description.",Bhakti Yoga
10,20,"अहमात्मा गुडाकेश सर्वभूताशयस्थितः |
अहमादिश्च मध्यं च भूतानामन्त एव च ||१०-२०||","10.20 I am the Self, O Gudakesa, seated in the hearts of all beings; I am the beginning, the middle and also the end of all beings.",Bhakti Yoga
10,21,"आदित्यानामहं विष्णुर्ज्योतिषां रविरंशुमान् |
मरीचिर्मरुतामस्मि नक्षत्राणामहं शशी ||१०-२१||","10.21 Among the (twelve) Adityas, I am Vishnu; among luminaries, the radiant sun; I am Marichi among the (seven or forty-nine) Maruts; among stars the moon am I.",Bhakti Yoga
10,22,"वेदानां सामवेदोऽस्मि देवानामस्मि वासवः |
इन्द्रियाणां मनश्चास्मि भूतानामस्मि चेतना ||१०-२२||",10.22 Among the Vedas I am the Sama-Veda; I am Vasava among the gods; among the senses I am the mind; and I am intelligence among living beings.,Jnana Yoga
10,23,"रुद्राणां शङ्करश्चास्मि वित्तेशो यक्षरक्षसाम् |
वसूनां पावकश्चास्मि मेरुः शिखरिणामहम् ||१०-२३||","10.23 And, among the Rudras I am Sankara; among the Yakshas and Rakshasas, the Lord of wealth (Kubera); among the Vasus I am Pavaka (fire); and among the (seven) mountains I am the Meru.",Bhakti Yoga
10,24,"पुरोधसां च मुख्यं मां विद्धि पार्थ बृहस्पतिम् |
सेनानीनामहं स्कन्दः सरसामस्मि सागरः ||१०-२४||","10.24 And, among the household priests (of kings), O Arjuna, know Me to be the chief, Brihaspati; among the army generals I am Skana; among lakes I am the ocean.
'",Bhakti Yoga
10,25,"महर्षीणां भृगुरहं गिरामस्म्येकमक्षरम् |
यज्ञानां जपयज्ञोऽस्मि स्थावराणां हिमालयः ||१०-२५||",10.25 Among the great sages I am Bhrigu; among words I am the one syllable (Om); among sacrifices I am the sacrifice of silent repetition; among the immovable things I am the Himalayas.,Bhakti Yoga
10,26,"अश्वत्थः सर्ववृक्षाणां देवर्षीणां च नारदः |
गन्धर्वाणां चित्ररथः सिद्धानां कपिलो मुनिः ||१०-२६||","10.26 Among all the trees ( I am) the Peepul; among the divine sages, I am Narada; among Gandharvas, Chitraratha; among the perfected, the sage Kapila.",Bhakti Yoga
10,27,"उच्चैःश्रवसमश्वानां विद्धि माममृतोद्भवम् |
ऐरावतं गजेन्द्राणां नराणां च नराधिपम् ||१०-२७||","10.27 Know Me as Ucchaisravas born of nectar, among horses; among lordly elephants (I am) the Airavata; and, among men, the king.",Bhakti Yoga
10,28,"आयुधानामहं वज्रं धेनूनामस्मि कामधुक् |
प्रजनश्चास्मि कन्दर्पः सर्पाणामस्मि वासुकिः ||१०-२८||","10.28 Among weapons I am the thunderbolt; among cows I am the wish-fulfilling cow called Kamadhenu; I am the progenitor, the god of love; among serpents I am Vasuki.",Bhakti Yoga
10,29,"अनन्तश्चास्मि नागानां वरुणो यादसामहम् |
पितॄणामर्यमा चास्मि यमः संयमतामहम् ||१०-२९||",10.29 I am Ananta among the Nagas; I am Varuna among water-deities; Aryaman among the Manes I am; I am Yama among the governors.,Bhakti Yoga
10,30,"प्रह्लादश्चास्मि दैत्यानां कालः कलयतामहम् |
मृगाणां च मृगेन्द्रोऽहं वैनतेयश्च पक्षिणाम् ||१०-३०||","10.30 And, I am Prahlada among the demons, among the reckoners I am time; among beasts I am the lion, and Vainateya (Garuda) among birds.",Bhakti Yoga
10,31,"पवनः पवतामस्मि रामः शस्त्रभृतामहम् |
झषाणां मकरश्चास्मि स्रोतसामस्मि जाह्नवी ||१०-३१||",10.31 Among the purifiers (or the speeders) I am the wind; Rama among the warriors am I; among the fishes I am the shark; among the streams I am the Ganga.,Bhakti Yoga
10,32,"सर्गाणामादिरन्तश्च मध्यं चैवाहमर्जुन |
अध्यात्मविद्या विद्यानां वादः प्रवदतामहम् ||१०-३२||","10.32 Among creations I am the beginning, the middle and also the end, O Arjuna; among the sciences I am the science of the Self; and I am the logic among controversialists.",Jnana Yoga
10,33,"अक्षराणामकारोऽस्मि द्वन्द्वः सामासिकस्य च |
अहमेवाक्षयः कालो धाताहं विश्वतोमुखः ||१०-३३||","10.33 Among the letters of the alphabets, the letter 'A' I am and the dual among the compounds. I am verily the inexhaustible or everlasting time; I am the dispenser (of the fruits of actions) having 
faces in all directions.",Jnana Yoga
10,34,"मृत्युः सर्वहरश्चाहमुद्भवश्च भविष्यताम् |
कीर्तिः श्रीर्वाक्च नारीणां स्मृतिर्मेधा धृतिः क्षमा ||१०-३४||","10.34 And I am the all-devouring Death, and the prosperity of those who are to be prosperous; among the feminine alities (I am) fame, prosperity, speech, memory, intelligence, firmness and forgiveness.",Bhakti Yoga
10,35,"बृहत्साम तथा साम्नां गायत्री छन्दसामहम् |
मासानां मार्गशीर्षोऽहमृतूनां कुसुमाकरः ||१०-३५||",10.35 Among the hymns also I am the Brihatsaman; among metres Gayatri am I; among the montsh I am the Margasirsha; among the seasons (I am) the flowery season.,Bhakti Yoga
10,36,"द्यूतं छलयतामस्मि तेजस्तेजस्विनामहम् |
जयोऽस्मि व्यवसायोऽस्मि सत्त्वं सत्त्ववतामहम् ||१०-३६||",10.36 I am the gambling of the fraudulent; I am the splendour of the splendid; I am victory; I am determination (of those who are determined); I am the goodness of the good.,Bhakti Yoga
10,37,"वृष्णीनां वासुदेवोऽस्मि पाण्डवानां धनञ्जयः |
मुनीनामप्यहं व्यासः कवीनामुशना कविः ||१०-३७||","10.37 Among the Vrishnis I am Vaasudeva; among the Pandavas I am Arjuna; among the sages I am Vyasa; among the Poets I am Usanas, the poet.",Bhakti Yoga
10,38,"दण्डो दमयतामस्मि नीतिरस्मि जिगीषताम् |
मौनं चैवास्मि गुह्यानां ज्ञानं ज्ञानवतामहम् ||१०-३८||","10.38 Of those who punish, I am the sceptre; among those who seek victory, I am statesmanship; and also among secrets, I am silence; knowledge among knowers I am.",Bhakti Yoga
10,39,"यच्चापि सर्वभूतानां बीजं तदहमर्जुन |
न तदस्ति विना यत्स्यान्मया भूतं चराचरम् ||१०-३९||","10.39 And whatever is the seed of all beings, that also am I, O Arjuna; there is no being, whether moving or unmoving, that can exist without Me.",Bhakti Yoga
10,40,"नान्तोऽस्ति मम दिव्यानां विभूतीनां परन्तप |
एष तूद्देशतः प्रोक्तो विभूतेर्विस्तरो मया ||१०-४०||","10.40 There is no end to My divine gloreis, O Arjuna, but this is a brief statement by Me of the particulars of My divine glories.",Bhakti Yoga
10,41,"यद्यद्विभूतिमत्सत्त्वं श्रीमदूर्जितमेव वा |
तत्तदेवावगच्छ त्वं मम तेजोंऽशसम्भवम् ||१०-४१||","10.41 Whatever being there is glorious, prosperous or powerful, that know thou to be a manifestation of a part of My splendour.",Bhakti Yoga
10,42,"अथवा बहुनैतेन किं ज्ञातेन तवार्जुन |
विष्टभ्याहमिदं कृत्स्नमेकांशेन स्थितो जगत् ||१०-४२||","10.42 But, of what avail to thee is the knowledge of all these details, O Arjuna? I exist, supporting this whole world by one part of Myself.",Bhakti Yoga
11,1,"अर्जुन उवाच |
मदनुग्रहाय परमं गुह्यमध्यात्मसंज्ञितम् |
यत्त्वयोक्तं वचस्तेन मोहोऽयं विगतो मम ||११-१||","11.1 Arjuna said  By this word (explanation) of the highest secret concerning the Self which Thou hast spoken, for the sake of blessing me, my delusion is gone.",Jnana Yoga
11,2,"भवाप्ययौ हि भूतानां श्रुतौ विस्तरशो मया |
त्वत्तः कमलपत्राक्ष माहात्म्यमपि चाव्ययम् ||११-२||","11.2 The origin and the destruction of beings verily have been heard by me in detail from Thee, O lotus-eyed Lord, and also Thy inexhaustible greatness.",Bhakti Yoga
